node,deg,deg_norm,betweenness,eigenvector,pagerank,cluster
disadvantage,38,0.005492123,2.03E-07,0.006620216,7.55E-05,2
disagree,47,0.006792889,2.24E-07,0.007014044,7.65E-05,0
disappear,20,0.002890591,3.87E-08,0.004026119,5.98E-05,0
disappointed,15,0.002167943,7.98E-08,0.003165779,5.06E-05,0
disappointing,19,0.002746062,9.91E-08,0.003540644,5.90E-05,4
discharge,32,0.004624946,1.10E-06,0.004685981,7.41E-05,7
disciplinary,19,0.002746062,1.89E-08,0.003481074,5.80E-05,9
discipline,49,0.007081948,1.63E-06,0.007637565,9.89E-05,9
disclaimer,35,0.005058534,8.26E-06,0.00503991,9.21E-05,4
disclose,37,0.005347594,1.36E-06,0.005572783,8.78E-05,0
disclosure,32,0.004624946,2.41E-06,0.00595884,7.09E-05,4
discomfort,110,0.015898251,8.74E-06,0.013113814,0.000161169,2
discontinuation,28,0.004046828,5.79E-07,0.004365558,7.33E-05,4
discontinuation.418,19,0.002746062,2.25E-08,0.003684769,5.49E-05,2
discontinue,87,0.012574071,7.25E-06,0.010715198,0.000142463,4
discontinuing,19,0.002746062,7.50E-08,0.003410385,5.75E-05,4
discount,60,0.008671773,6.38E-06,0.008079484,0.000121708,0
discourage,38,0.005492123,4.96E-07,0.006355845,7.67E-05,0
discouraged,19,0.002746062,1.63E-07,0.003573341,5.81E-05,2
discover,102,0.014742015,3.36E-05,0.01157879,0.000172278,6
discovery,107,0.015464663,4.60E-05,0.011739018,0.000196736,4
discreet,49,0.007081948,1.29E-06,0.006188695,8.53E-05,2
discreetly,37,0.005347594,2.52E-06,0.005795999,9.04E-05,9
discrepancy,20,0.002890591,7.78E-09,0.004290455,5.38E-05,4
discrepant,14,0.002023414,7.77E-09,0.002612371,4.75E-05,4
discrete,20,0.002890591,1.83E-07,0.003185577,5.93E-05,2
discretion,33,0.004769475,1.17E-07,0.005652249,6.59E-05,0
discretionary,17,0.002457002,3.24E-08,0.003104275,5.23E-05,4
discrimination,18,0.002601532,7.27E-07,0.002346481,7.34E-05,0
discriminatory,17,0.002457002,1.08E-08,0.003502075,4.78E-05,4
discuss,731,0.105651106,0.000954734,0.033839538,0.000544788,0
discussion,257,0.037144096,7.32E-05,0.022215989,0.000255914,0
disease,1027,0.148431854,0.003957283,0.034610233,0.000833062,7
disfunction,17,0.002457002,1.02E-09,0.002894227,4.63E-05,6
dish,52,0.007515537,6.70E-06,0.00704295,0.000114591,10
disinfect,17,0.002457002,5.52E-07,0.002876457,6.09E-05,2
disintegrate,19,0.002746062,1.36E-07,0.0031885,6.96E-05,2
dislike,18,0.002601532,1.41E-07,0.00357047,5.90E-05,2
dismiss,37,0.005347594,4.18E-06,0.005309124,9.43E-05,6
disorder,640,0.092498916,0.002139004,0.026681864,0.00069801,7
dispel,39,0.005636653,4.96E-07,0.00621005,8.16E-05,0
dispense,66,0.009538951,1.21E-05,0.007810068,0.000132674,2
dispenser,16,0.002312473,7.25E-07,0.001780993,7.76E-05,2
disperse,15,0.002167943,3.17E-08,0.003067201,5.34E-05,2
displacement,16,0.002312473,7.54E-08,0.002626993,5.53E-05,2
display,45,0.00650383,6.64E-06,0.005999731,9.14E-05,6
disproportionally,18,0.002601532,1.04E-08,0.003896423,5.00E-05,0
disrupt,167,0.024136436,6.62E-05,0.016422805,0.000225795,7
disruption,57,0.008238185,1.28E-05,0.007259678,0.000116246,6
disruptive,18,0.002601532,4.35E-08,0.002981777,4.62E-05,6
disruptor,19,0.002746062,3.97E-07,0.003052448,6.46E-05,9
disseminate,18,0.002601532,1.82E-08,0.003535677,5.77E-05,0
dissolve,35,0.005058534,1.50E-06,0.005602403,9.15E-05,2
distance,35,0.005058534,2.93E-07,0.005127777,7.39E-05,6
distinct,57,0.008238185,6.64E-06,0.007931717,0.00010551,2
distinction,18,0.002601532,1.31E-08,0.003199319,5.28E-05,6
distinguish,116,0.016765429,3.46E-05,0.011780839,0.000172929,9
distinguished,17,0.002457002,2.81E-08,0.00324287,5.18E-05,6
distress,88,0.012718601,9.81E-06,0.011249777,0.000136807,7
distressing,37,0.005347594,2.63E-06,0.006204562,8.75E-05,0
distribute,37,0.005347594,3.84E-06,0.004855966,9.93E-05,9
distribution,135,0.01951149,5.65E-05,0.01271598,0.000178329,6
disturb,70,0.010117069,1.98E-06,0.009270119,0.000105676,6
disturbance,108,0.015609192,1.09E-05,0.012080422,0.000158622,6
diurnal,58,0.008382714,1.58E-06,0.008112713,0.000105222,2
dive,92,0.013296719,4.04E-06,0.011787452,0.000133283,0
diverse,20,0.002890591,2.85E-08,0.004022887,5.13E-05,4
divide,35,0.005058534,5.57E-07,0.005777071,7.75E-05,7
diving,17,0.002457002,2.08E-06,0.002176457,7.36E-05,0
division,156,0.022546611,0.000379813,0.011003341,0.000282233,9
divorce,31,0.004480416,7.35E-08,0.005250333,7.15E-05,0
diwan,33,0.004769475,1.64E-06,0.004691186,8.43E-05,9
dizziness,92,0.013296719,8.06E-06,0.011122663,0.000147069,6
dl).437,14,0.002023414,3.41E-09,0.00307278,4.47E-05,2
dl.181,17,0.002457002,2.79E-08,0.003385163,5.10E-05,2
dl.427,18,0.002601532,4.69E-08,0.003010739,5.83E-05,2
dl.436,17,0.002457002,4.42E-08,0.003527021,5.20E-05,4
dna,49,0.007081948,3.77E-05,0.005573341,0.000127116,3
dnv,16,0.002312473,6.81E-07,0.002214919,6.71E-05,0
doc,74,0.010695187,8.02E-06,0.009839442,0.00012481,0
doctor,1359,0.196415667,0.005294551,0.041430751,0.00085531,0
document,280,0.040468276,0.000153884,0.022937937,0.0003296,4
documentation,34,0.004914005,1.13E-07,0.006012883,7.09E-05,4
doesnâ€tmt,15,0.002167943,1.36E-09,0.002614464,4.22E-05,6
doi,155,0.022402081,0.000509763,0.007973994,0.00043024,5
doi:10.1016,19,0.002746062,2.54E-07,0.00289002,6.50E-05,5
doi:10.1056,17,0.002457002,2.00E-07,0.002772293,6.27E-05,4
doi:10.1111,18,0.002601532,5.64E-08,0.002815119,6.32E-05,5
doi:10.1210,28,0.004046828,3.91E-06,0.003515552,9.10E-05,5
doi:10.3949,19,0.002746062,6.13E-07,0.003099382,6.92E-05,4
doi:10.7326,35,0.005058534,4.20E-06,0.004365149,9.22E-05,5
dollar,109,0.015753722,1.59E-05,0.01318449,0.000164234,0
domain,16,0.002312473,2.03E-09,0.003435792,5.30E-05,6
donate,89,0.012863131,8.56E-06,0.010795243,0.000135796,2
donation,65,0.009394421,5.22E-06,0.008883886,0.000122841,4
donohoue,17,0.002457002,1.78E-07,0.001050427,8.14E-05,5
donor,33,0.004769475,5.65E-07,0.005406594,7.49E-05,2
don’t,16,0.002312473,2.67E-08,0.003198147,5.30E-05,0
door,83,0.011995953,1.35E-05,0.009837764,0.000139953,2
doorstep,37,0.005347594,1.17E-06,0.005673434,8.77E-05,9
dopamine,153,0.022113022,3.10E-05,0.015846966,0.000212212,7
dopaminergic,18,0.002601532,8.11E-08,0.003067417,5.96E-05,7
dosage,367,0.053042347,0.000264666,0.027011527,0.000381338,2
dose,876,0.126607891,0.001845443,0.040315115,0.000740493,2
dosing,328,0.047405694,0.000192575,0.024962513,0.00037395,2
dosing.221,15,0.002167943,7.96E-09,0.003240542,4.81E-05,2
dot,12,0.001734355,1.15E-08,0.001875578,4.20E-05,0
double,77,0.011128776,2.79E-05,0.009447538,0.000138744,4
doubt,69,0.009972539,7.00E-06,0.009722533,0.000127622,0
downhill,19,0.002746062,3.87E-07,0.001892663,8.59E-05,0
download,55,0.007949126,6.79E-06,0.006673153,0.000120451,0
downplay,33,0.004769475,4.08E-06,0.00486899,8.25E-05,0
downregulation,16,0.002312473,7.25E-08,0.002805663,5.39E-05,7
downside,142,0.020523197,1.70E-05,0.014708455,0.00017692,0
downstream,36,0.005203064,2.92E-06,0.005213719,8.77E-05,6
downward,65,0.009394421,3.56E-06,0.008382203,0.000120656,6
dps,20,0.002890591,1.99E-06,0.001965297,9.54E-05,9
drag,44,0.0063593,3.34E-06,0.006838922,9.55E-05,0
drain,18,0.002601532,7.07E-08,0.003691739,5.91E-05,0
dramatic,102,0.014742015,7.33E-06,0.011934337,0.000140914,6
dramatically,44,0.0063593,1.45E-06,0.006187109,8.48E-05,4
drastic,68,0.00982801,5.61E-06,0.0089779,0.000112736,0
drastically,100,0.014452956,1.13E-05,0.011836412,0.000151058,0
draw,266,0.038444862,0.000100541,0.020648937,0.000284768,2
drawback,89,0.012863131,4.49E-06,0.01145626,0.000127376,2
dre,85,0.012285012,1.46E-05,0.00961321,0.000145208,4
dread,14,0.002023414,6.02E-09,0.002735511,4.53E-05,4
dream,18,0.002601532,1.26E-07,0.00352536,5.84E-05,0
dress,31,0.004480416,7.50E-08,0.005524248,6.59E-05,2
dressing,36,0.005203064,4.84E-06,0.005178638,9.32E-05,2
dribble,17,0.002457002,3.43E-07,0.002429823,6.20E-05,7
drill,38,0.005492123,4.89E-07,0.00639975,7.75E-05,0
drink,178,0.025726261,8.32E-05,0.015767437,0.000218495,10
drinking,91,0.01315219,8.30E-06,0.011392125,0.000139763,7
drip,20,0.002890591,4.80E-07,0.003156723,7.11E-05,0
dripping,19,0.002746062,4.81E-08,0.003343355,5.94E-05,6
drive,792,0.114467409,0.00154493,0.028453407,0.000558698,6
driver,47,0.006792889,4.24E-07,0.007204452,8.31E-05,6
drop,504,0.072842896,0.000370554,0.024179742,0.000401214,0
drug,761,0.109986992,0.001637508,0.03528836,0.000673028,7
drug.430,19,0.002746062,6.11E-08,0.003760428,5.79E-05,2
drugmaker,19,0.002746062,5.28E-08,0.003647295,5.82E-05,4
dry,174,0.025148143,5.34E-05,0.016074642,0.000224811,2
dryness,34,0.004914005,6.63E-08,0.005134525,6.74E-05,6
dubious,20,0.002890591,2.71E-07,0.003355001,6.19E-05,9
duca,20,0.002890591,2.38E-06,0.002515209,7.72E-05,5
ducharme,67,0.00968348,1.07E-05,0.008700053,0.00011351,9
dugdale,17,0.002457002,2.61E-07,0.002077095,7.13E-05,9
duke,15,0.002167943,1.41E-08,0.003222697,4.57E-05,2
dull,18,0.002601532,2.69E-07,0.002851569,6.50E-05,6
duplication,17,0.002457002,2.17E-07,0.00206305,7.10E-05,9
duration,215,0.031073855,4.56E-05,0.020051577,0.000245143,4
duration.443,16,0.002312473,2.50E-08,0.002888278,6.01E-05,2
durland,20,0.002890591,2.13E-06,0.002603024,8.53E-05,5
dutasteride,32,0.004624946,1.28E-06,0.005234114,7.84E-05,7
dwindle,17,0.002457002,3.43E-09,0.003450122,4.48E-05,6
dynamic,39,0.005636653,2.04E-06,0.006775314,9.49E-05,2
dysfunction,1044,0.150888857,0.002979048,0.033586052,0.000727679,6
dyslipidemia,17,0.002457002,3.41E-08,0.003460829,5.09E-05,4
dysmorphia/”bigorexia,18,0.002601532,4.79E-07,0.002357876,7.25E-05,3
dysmorphic,18,0.002601532,3.37E-07,0.002815057,6.33E-05,3
dysmorphophobia,18,0.002601532,4.14E-07,0.002864414,6.65E-05,2
dystrophy,38,0.005492123,3.39E-06,0.004956377,9.38E-05,7
d’etre,18,0.002601532,6.30E-07,0.002739287,7.34E-05,0
e.g.,265,0.038300332,0.000110244,0.02154562,0.000300625,4
e2348692,19,0.002746062,3.87E-08,0.002673355,7.15E-05,9
e235,15,0.002167943,2.05E-07,0.002776428,4.98E-05,4
e236,20,0.002890591,3.29E-07,0.002899656,6.98E-05,6
e237,19,0.002746062,2.94E-08,0.003133989,5.37E-05,7
e238,20,0.002890591,2.50E-07,0.003347123,6.94E-05,7
e239,19,0.002746062,4.27E-07,0.002934234,6.32E-05,2
e240,19,0.002746062,1.73E-08,0.003648042,5.47E-05,4
e241,20,0.002890591,2.68E-07,0.003127974,6.98E-05,4
e242,18,0.002601532,5.79E-08,0.002861822,5.69E-05,4
eaa,19,0.002746062,3.05E-07,0.002710464,6.98E-05,5
eager,18,0.002601532,5.24E-08,0.003222528,5.32E-05,6
eaif,17,0.002457002,5.34E-07,0.00283951,5.86E-05,0
ear,79,0.011417835,1.59E-05,0.009014566,0.000139206,6
early,611,0.088307559,0.000579055,0.03160073,0.000485992,6
earn,80,0.011562365,2.30E-05,0.010331758,0.000159795,1
earth,17,0.002457002,5.97E-08,0.00312945,5.33E-05,0
ease,191,0.027605145,3.50E-05,0.01567646,0.000195732,6
easily,185,0.026737968,0.000100531,0.016527828,0.000220919,2
east,14,0.002023414,4.52E-08,0.000924831,7.98E-05,9
easy,463,0.066917185,0.000565616,0.029759817,0.00046172,2
eat,505,0.072987426,0.000636911,0.029450746,0.00049085,10
eater,17,0.002457002,2.32E-08,0.003602752,5.36E-05,0
eating,144,0.020812256,4.92E-05,0.01472812,0.000224485,10
eau,81,0.011706894,2.45E-05,0.008911771,0.000141012,4
eau;2025,20,0.002890591,3.42E-07,0.002723723,7.48E-05,4
ebb,17,0.002457002,2.78E-08,0.002836099,5.02E-05,6
ecchymose,20,0.002890591,5.19E-07,0.0037044,6.41E-05,2
ecchymosis,18,0.002601532,2.56E-08,0.003415063,5.76E-05,2
ecdysterone,18,0.002601532,5.03E-08,0.003549883,5.45E-05,10
eckel,135,0.01951149,1.37E-05,0.014164135,0.000165714,4
ed).52,17,0.002457002,1.54E-08,0.003213323,4.94E-05,4
ed)will,18,0.002601532,6.07E-09,0.003424958,4.56E-05,6
edema,71,0.010261598,5.56E-06,0.008918369,0.000120757,7
edex,19,0.002746062,1.37E-07,0.003482471,6.40E-05,2
edge,57,0.008238185,3.47E-06,0.008426141,0.000108216,2
edit,45,0.00650383,2.25E-05,0.004842992,0.00013998,5
edith,18,0.002601532,1.60E-07,0.002608695,6.29E-05,9
edition,16,0.002312473,3.83E-08,0.002988447,5.18E-05,0
editor,15,0.002167943,1.01E-08,0.00286594,5.16E-05,9
editorial,58,0.008382714,2.62E-05,0.006239021,0.000125729,9
eds,76,0.010984246,6.04E-05,0.005302798,0.000208008,5
educate,176,0.025437202,5.13E-05,0.017967931,0.000235435,0
education,155,0.022402081,8.44E-05,0.014612656,0.000247407,4
educational,115,0.016620899,0.000123694,0.011616568,0.000200843,9
edwards,20,0.002890591,3.78E-08,0.003591144,5.78E-05,7
effect,1419,0.20508744,0.006187508,0.044153848,0.000932198,2
effective,647,0.093510623,0.000725002,0.03435696,0.000514603,2
effectively,247,0.0356988,9.31E-05,0.020921151,0.000262756,2
effectiveness,165,0.023847377,4.58E-05,0.017416531,0.000226037,2
effects:-,18,0.002601532,2.22E-08,0.003563647,5.17E-05,7
efficacy,316,0.04567134,0.000184149,0.025791781,0.000374012,2
efficacy.40,17,0.002457002,1.21E-08,0.003431402,5.32E-05,2
efficiency,16,0.002312473,7.16E-08,0.003290372,5.07E-05,4
efficient,33,0.004769475,3.95E-07,0.00595304,7.42E-05,2
effort,264,0.038155803,0.00019266,0.02200053,0.000347939,9
egg,196,0.028327793,0.000205493,0.015928988,0.000277208,10
eggs,38,0.005492123,2.36E-05,0.004181262,0.000119167,10
ehrmann,20,0.002890591,2.42E-06,0.003057375,6.64E-05,5
einstein,17,0.002457002,1.43E-07,0.002342746,6.89E-05,9
eisenberg,40,0.005781182,1.95E-06,0.005821466,9.54E-05,9
ejaculate,81,0.011706894,2.34E-06,0.00928635,0.000120258,6
ejaculation,163,0.023558318,7.05E-05,0.013344187,0.000226278,6
ejaculatory,17,0.002457002,1.86E-07,0.002845666,5.95E-05,6
eje-11,15,0.002167943,2.84E-06,0.001675369,7.11E-05,5
elastic,17,0.002457002,5.94E-08,0.002660599,6.24E-05,2
elasticity,37,0.005347594,9.83E-06,0.004952365,9.39E-05,6
elbow,17,0.002457002,1.81E-07,0.002654455,6.45E-05,2
eld,19,0.002746062,6.74E-07,0.003321691,5.95E-05,9
elder,17,0.002457002,4.68E-07,0.002540578,6.94E-05,7
elderly,33,0.004769475,5.31E-06,0.004622028,9.52E-05,9
elect,13,0.001878884,1.64E-09,0.002742544,4.46E-05,2
election,17,0.002457002,5.42E-08,0.002586069,6.19E-05,9
electrode,19,0.002746062,3.62E-08,0.003966072,5.41E-05,7
electrolyte,62,0.008960832,2.12E-05,0.007116238,0.000139861,7
elegant,13,0.001878884,1.59E-06,0.002177746,4.80E-05,2
element,68,0.00982801,8.44E-06,0.007517601,0.000114769,0
elevate,271,0.03916751,8.12E-05,0.022033687,0.000293368,7
elevated,362,0.052319699,0.000161229,0.024773336,0.000341604,7
elevation,81,0.011706894,1.22E-05,0.009438913,0.000136525,4
eligibility,36,0.005203064,7.06E-07,0.006141809,8.01E-05,2
eligible,46,0.00664836,2.07E-06,0.00717571,9.00E-05,2
eliminate,162,0.023413788,7.47E-05,0.015831005,0.000213463,2
elimination,20,0.002890591,2.23E-08,0.003895154,5.52E-05,7
elixir,29,0.004191357,5.48E-07,0.004447944,7.16E-05,0
elizabeth,18,0.002601532,1.79E-06,0.000585528,0.000109713,5
elizabethtown,20,0.002890591,1.03E-06,0.002325367,8.56E-05,9
elmwood,10,0.001445296,0,0.001163595,5.26E-05,9
elsevi,19,0.002746062,2.13E-06,0.0019032,7.92E-05,5
elsevier,80,0.011562365,7.08E-05,0.006259722,0.000189736,5
elyse,11,0.001589825,7.62E-08,0.001676894,4.34E-05,0
email,234,0.033819916,0.000128874,0.017703813,0.00027715,0
emas,16,0.002312473,4.33E-08,0.002836858,4.96E-05,4
emasculate,17,0.002457002,9.91E-09,0.003199591,4.85E-05,0
emasculating,19,0.002746062,2.80E-08,0.003657102,5.83E-05,0
embark,20,0.002890591,3.80E-07,0.003758225,6.46E-05,2
embarrassed,26,0.003757768,7.88E-08,0.004658186,6.07E-05,0
embarrassing,56,0.008093655,2.97E-06,0.007764701,9.16E-05,0
embarrassment,35,0.005058534,1.77E-07,0.006133085,7.06E-05,6
embase,41,0.005925712,5.75E-06,0.004818689,0.000107196,4
emboli,19,0.002746062,1.01E-07,0.002816793,6.57E-05,4
embolism,34,0.004914005,1.01E-06,0.005052069,7.76E-05,7
embrace,71,0.010261598,7.27E-06,0.009831208,0.000125056,6
embryo,26,0.003757768,1.49E-07,0.00378753,7.14E-05,9
emerge,112,0.01618731,1.25E-05,0.013351954,0.000156702,2
emergency,130,0.018788842,6.51E-05,0.012755819,0.00021993,0
emeritus,19,0.002746062,7.97E-07,0.002972859,6.60E-05,9
emily,40,0.005781182,0.000187269,0.002336647,0.000168828,5
emory,51,0.007371007,8.65E-06,0.007344754,0.000100879,0
emotion,136,0.01965602,9.00E-05,0.013839712,0.000222928,0
emotional,294,0.04249169,0.000147753,0.02143308,0.000294719,6
emotionally,49,0.007081948,6.76E-06,0.006981826,9.85E-05,7
emphasis,39,0.005636653,1.61E-06,0.006365697,9.03E-05,9
emphasize,55,0.007949126,3.04E-06,0.007560455,0.000110013,9
empire,13,0.001878884,6.51E-08,0.00128521,6.73E-05,0
employ,39,0.005636653,4.12E-06,0.005609542,0.000103073,9
employee,19,0.002746062,1.20E-07,0.003136498,5.83E-05,6
empower,68,0.00982801,4.96E-06,0.009025999,0.000117842,6
empt,19,0.002746062,1.89E-07,0.003829574,5.88E-05,4
emptying,18,0.002601532,1.40E-07,0.002965827,6.36E-05,7
emulsion,17,0.002457002,5.52E-07,0.003286224,5.40E-05,2
enable,36,0.005203064,6.82E-07,0.005964616,7.86E-05,2
enantate,18,0.002601532,2.82E-07,0.002566865,7.29E-05,2
enanthate,212,0.030640266,7.02E-05,0.018466105,0.000257224,2
enclomiphene,217,0.031362914,2.45E-05,0.019423206,0.000229987,2
encompass,43,0.006214771,4.24E-07,0.007447059,8.87E-05,4
encounter,33,0.004769475,6.72E-07,0.005047407,7.05E-05,6
encourage,378,0.054632172,0.000265501,0.026801388,0.000396645,0
end,570,0.082381847,0.000629875,0.032594578,0.000525381,0
endeavor,14,0.002023414,8.52E-09,0.002581654,4.72E-05,10
endeavour,19,0.002746062,1.70E-08,0.003793804,5.43E-05,7
endo,47,0.006792889,1.64E-05,0.006319164,0.000115131,9
endocrine,313,0.045237751,0.000567402,0.01914014,0.000429304,5
endocrinol,128,0.018499783,0.000306961,0.008873897,0.000302333,5
endocrinologist,271,0.03916751,9.35E-05,0.020293143,0.000292229,9
endocrinology,379,0.054776702,0.001942559,0.018439571,0.000674097,9
endogenous,179,0.025870791,3.06E-05,0.016795371,0.000219509,7
endorphin,18,0.002601532,8.54E-08,0.003551117,6.03E-05,0
endorse,63,0.009105362,7.28E-05,0.005961758,0.000122185,5
endorsement,37,0.005347594,1.09E-05,0.005114996,9.29E-05,9
endothelial,20,0.002890591,1.14E-07,0.003442374,6.70E-05,4
endpoint,120,0.017343547,1.85E-05,0.013294664,0.000182267,4
endurance,109,0.015753722,1.05E-05,0.011222735,0.000139854,6
endure,19,0.002746062,6.96E-08,0.003710517,5.94E-05,2
energetic,50,0.007226478,2.04E-06,0.007253381,9.78E-05,6
energised,17,0.002457002,2.00E-09,0.003270425,4.34E-05,6
energize,20,0.002890591,7.78E-08,0.003801624,6.42E-05,6
energy,851,0.122994652,0.001310597,0.03304091,0.000596467,6
enforce,16,0.002312473,4.41E-08,0.002911072,5.66E-05,4
engage,260,0.037577685,0.000154423,0.022279076,0.000304618,10
engaging,19,0.002746062,9.35E-08,0.002987558,6.44E-05,0
engelman,20,0.002890591,5.21E-06,0.001343058,0.00010536,5
engine,16,0.002312473,4.01E-07,0.002870478,5.94E-05,0
engineer,38,0.005492123,5.02E-06,0.005843512,9.34E-05,9
england,82,0.011851424,8.88E-06,0.009452798,0.000126905,4
english,35,0.005058534,1.79E-05,0.004508261,9.67E-05,9
enhance,433,0.062581298,0.000366662,0.028468644,0.000430821,6
enhanced,20,0.002890591,6.99E-08,0.003419923,5.84E-05,6
enhancement,20,0.002890591,4.38E-07,0.003855883,6.11E-05,4
enhancer,19,0.002746062,1.90E-06,0.003324451,6.38E-05,2
enjoy,192,0.027749675,7.95E-05,0.018056524,0.000253501,0
enjoyable,20,0.002890591,4.16E-08,0.003809697,6.02E-05,6
enjoyment,36,0.005203064,1.04E-06,0.005514593,8.30E-05,6
enlarge,186,0.026882497,3.90E-05,0.015186357,0.000211966,6
enlarged,137,0.019800549,3.43E-05,0.0134198,0.000192976,7
enlargement,211,0.030495736,4.16E-05,0.017086993,0.000224783,7
enlarging,18,0.002601532,7.05E-08,0.003072434,5.48E-05,7
enlist,30,0.004335887,6.17E-08,0.005037703,5.95E-05,7
enquire,19,0.002746062,5.68E-08,0.003522157,5.15E-05,0
enrol,60,0.008671773,2.65E-06,0.008185986,0.000105802,4
enroll,28,0.004046828,3.94E-08,0.005246513,6.46E-05,9
ensure,513,0.074143662,0.000379814,0.031230349,0.00044495,2
enter,220,0.031796502,9.30E-05,0.017450565,0.000270497,0
enthusiasm,63,0.009105362,2.81E-06,0.00858062,0.000105628,6
entire,179,0.025870791,0.000117044,0.017101197,0.000271269,2
entirely,60,0.008671773,9.55E-06,0.007675521,0.000112966,0
entitled,18,0.002601532,2.09E-07,0.003206195,6.48E-05,0
entity,19,0.002746062,3.44E-09,0.003849649,4.88E-05,0
entry,35,0.005058534,7.89E-07,0.005850031,7.71E-05,0
environment,128,0.018499783,5.44E-05,0.012131239,0.000201087,2
environmental,92,0.013296719,4.09E-05,0.009915405,0.000157526,7
enzyme,207,0.029917618,6.74E-05,0.017458744,0.000245051,7
eosinophil,11,0.001589825,3.57E-07,0.001481332,5.77E-05,7
