node,cluster_leiden_r1.5
type,5
plan,2
evidence,17
brain,6
confirm,2
information,11
infertility,4
able,0
accord,7
method,1
month,1
cardiovascular,9
urologist,7
review,3
deliver,1
maybe,0
stay,11
obesity,5
progressively,10
erection,4
drug,13
diabetes,5
smith,0
activity,4
regulate,6
appropriate,2
seek,12
recommendation,17
checker,4
fat,4
try,0
kind,0
trial,9
develop,5
current,9
safety,3
medicine,7
understand,2
injury,5
especially,8
lower,8
note,13
boost,8
perform,2
optimal,2
gain,4
specific,16
late,3
form,1
prescribe,2
suffer,18
statement,17
without,22
day,1
involve,6
professional,2
indicate,17
impact,16
pill,1
shrunken,6
gland,5
exercise,8
typically,1
raise,13
focus,4
fact,24
intricately,4
free,10
cancer,5
maintain,6
step,2
discuss,2
year,15
expert,2
base,1
sleep,8
require,13
general,11
restore,4
stress,8
breast,4
potential,13
early,10
concern,17
different,0
example,15
come,0
offer,2
specialist,2
depend,1
talk,0
injection,1
quality,8
menopause,7
key,6
depression,4
woman,7
weight,8
diagnosis,10
gel,1
research,7
hair,4
pituitary,5
people,0
testis,6
consider,15
diabete,5
overall,4
testicle,5
significant,9
sign,4
question,12
prostate,16
suggest,12
measure,10
vary,10
check,0
aging,18
right,0
avoid,1
follow,9
decline,4
feel,0
look,0
tell,0
work,0
associate,5
lot,0
lack,4
way,0
common,1
manage,8
individual,2
benefit,17
provide,2
think,0
role,6
hormonal,6
term,12
clinic,2
disease,5
effective,2
old,7
function,4
factor,14
haul,0
know,0
great,0
balance,2
primary,5
loss,4
total,10
naturally,6
mean,0
medication,1
physical,4
sex,4
contact,1
lead,6
issue,16
natural,6
storage,6
libido,4
study,9
thing,0
care,2
sexual,4
mass,4
treat,18
deficiency,3
bone,4
healthy,8
reduce,4
time,0
muscle,4
heart,13
process,2
range,10
produce,6
affect,5
decrease,4
certain,5
diagnose,10
fatigue,4
energy,4
option,2
improve,4
effect,14
mood,4
find,11
provider,2
start,0
normal,10
long,22
good,0
use,13
life,0
problem,5
hypogonadism,3
erectile,4
relate,12
risk,13
experience,18
dysfunction,4
production,6
body,4
doctor,2
test,10
lifestyle,8
change,4
age,15
therapy,9
like,0
increase,4
medical,2
result,9
male,3
high,5
help,23
condition,5
replacement,2
need,2
patient,2
important,6
drive,4
symptom,4
health,7
blood,13
hormone,6
include,21
cause,5
trt,2
not,0
treatment,2
man,7
level,10
low,4
testosterone,10
