node,cluster_leiden_r1.2
type,0
plan,3
evidence,2
brain,0
confirm,3
information,3
infertility,0
able,1
accord,7
method,4
month,4
cardiovascular,2
urologist,1
review,6
deliver,4
maybe,1
stay,1
obesity,0
progressively,0
erection,5
drug,0
diabetes,0
smith,1
activity,5
regulate,0
appropriate,3
seek,3
recommendation,2
checker,3
fat,5
try,1
kind,1
trial,2
develop,0
current,2
safety,6
medicine,7
understand,3
injury,0
especially,0
lower,0
note,4
boost,8
perform,2
optimal,3
gain,5
specific,2
late,6
form,4
prescribe,3
suffer,5
statement,2
without,2
day,4
involve,4
professional,3
indicate,2
impact,2
pill,4
shrunken,0
gland,0
exercise,8
typically,4
raise,0
focus,5
fact,9
intricately,5
free,0
cancer,0
maintain,5
step,3
discuss,3
year,10
expert,3
base,2
sleep,0
require,4
general,7
restore,5
stress,8
breast,0
potential,3
early,5
concern,1
different,1
example,10
come,1
offer,3
specialist,3
depend,4
talk,1
injection,4
quality,3
menopause,5
key,3
depression,5
woman,7
weight,5
diagnosis,2
gel,4
research,7
hair,0
pituitary,0
people,1
testis,0
consider,2
diabete,0
overall,5
testicle,0
significant,2
sign,5
question,1
prostate,0
suggest,2
measure,2
vary,2
check,3
aging,5
right,1
avoid,4
follow,2
decline,5
feel,1
look,1
tell,1
work,1
associate,0
lot,1
lack,5
way,1
common,4
manage,3
individual,2
benefit,1
provide,3
think,1
role,0
hormonal,0
term,2
clinic,3
disease,0
effective,4
old,1
function,0
factor,5
haul,1
know,1
great,1
balance,3
primary,0
loss,5
total,2
naturally,0
mean,1
medication,4
physical,5
sex,5
contact,4
lead,0
issue,5
natural,0
storage,5
libido,5
study,2
thing,1
care,3
sexual,5
mass,5
treat,3
deficiency,2
bone,5
healthy,8
reduce,5
time,1
muscle,5
heart,5
process,3
range,2
produce,0
affect,0
decrease,5
certain,0
diagnose,2
fatigue,5
energy,5
option,3
improve,5
effect,4
mood,5
find,8
provider,3
start,1
normal,2
long,4
good,1
use,4
life,1
problem,0
hypogonadism,6
erectile,5
relate,2
risk,2
experience,5
dysfunction,5
production,0
body,5
doctor,3
test,2
lifestyle,8
change,1
age,5
therapy,2
like,1
increase,5
medical,3
result,2
male,6
high,0
help,1
condition,0
replacement,3
need,3
patient,3
important,8
drive,5
symptom,5
health,7
blood,0
hormone,0
include,0
cause,0
trt,3
not,1
treatment,3
man,5
level,0
low,5
testosterone,2
